"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 3064093 A1 20160907";"20160907";"201636";"en";"GR 20150100081 20150302";"20150302";"20150302";"";"";"";"";"";"B32B 17/10 (2006.01)
B32B 3/14 (2006.01)";"A47F 5/08 (2006.01)";"15234 Vrilissia";"GR";"13671 Aharne";"GR";"";"";"GLASS SPEARATOR FOR PRODUCT DISPAYING";"A glass separator for product displaying consisting of triplex safety glazing (1) (2) with welded chamfered glass strips (4) thereon, namely sharpened on one side along at an angle and on the other side following a straight grinding process keeping a proportional clearance between each other and an established holder for the mounting components of product displaying.
The advantage of this invention is both the support of products with variable position and ability to install different supporting types along with the total transparency of the constriction in the area without visible holes or other holders for product displaying. <img file=""imgaf001.tif"" he=""142"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""46""/>"
"EP 3065921 A1 20160914";"20160914";"201637";"en";"";"";"20131108";"WO2015067321 20150514 [2015-19]";"EP2013073432 20131108 (en)";"20131108";"";"";"";"B26B 21/40 (2006.01)";"GR-11741 Koukaki - Athens
GR-13674 Acharnes";"GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD WITH IMPROVED GUARD BAR";""
"EP 3068686 A1 20160921";"20160921";"201638";"en";"GR 20130100640 20131114";"20131114";"20131114";"WO2015071695 20150521 [2015-20]";"GR2014000064 20141113 (en)";"20141113";"";"";"";"B63B 39/08 (2006.01)
B63B 21/00 (2006.01)
B63H 25/42 (2006.01)
B63H 25/46 (2006.01)
G05D 1/02 (2006.01)";"117 42 Athens";"GR";"117 42 Athens";"GR";"";"";"METHOD FOR REDUCING THE SWINGING OF SHIPS, ANCHORED OR MOORED TO A BUOY, AND DEVICE FOR THE IMPLEMENTATION THEREOF";""
"EP 3076990 A2 20161012";"20161012";"201641";"en";"GB 201321489 20131205";"20131205";"20131205";"WO2015083114 20150611 [2015-23]";"IB2014066588 20141204 (en)";"20141204";"";"";"";"A61K 38/28 (2006.01)
C07K 14/62 (2006.01)
A61K 47/48 (2006.01)
C07K 19/00 (2006.01)";"26000 Patras
26000 Patras
26000 Patras
26000 Patras";"GR
GR
GR
GR";"26000 Patras";"GR";"London EC1N 2DY";"GB";"BIOLOGICALLY ACTIVE INSULIN DERIVATIVES";""
"EP 3077165 A1 20161012";"20161012";"201641";"en";"";"";"20131205";"WO2015082002 20150611 [2015-23]";"EP2013075614 20131205 (en)";"20131205";"";"";"";"B26B 21/40 (2006.01)";"GR 114 76 Nea Kypseli
North Branford, Connecticut 06471
GR 11741 Koukaki-Athens
GR 132 31 Petroupoli";"GR
US
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"A SHAVING BLADE CARTRIDGE";""
"EP 3083163 A1 20161026";"20161026";"201643";"en";"";"";"20131218";"WO2015090385 20150625 [2015-25]";"EP2013077172 20131218 (en)";"20131218";"";"";"";"B26B 21/40 (2006.01)";"GR-131 21 Ilion
GR-15127 Melisia
GR-15454 Neo Psychiko
GR-155 62 Holargos";"GR
GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"A SHAVING BLADE CARTRIDGE";""
"EP 3094315 A1 20161123";"20161123";"201647";"en";"GR 20140100033 20140116";"20140116";"20140116";"WO2015106963 20150723 [2015-29]";"EP2015000046 20150114 (en)";"20150114";"";"";"";"A61K 9/20 (2006.01)
A61K 31/496 (2006.01)";"GR-153 51 Pallini Attikis";"GR";"15351 Pallini Attikis";"GR";"";"";"PHARMACEUTICAL COMPOSITION COMPRISING ARIPIPRAZOLE OR SALT THEREOF";""
"EP 3094334 A1 20161123";"20161123";"201647";"en";"GR 20140100029 20140114";"20140114";"20140114";"WO2015106960 20150723 [2015-29]";"EP2015000037 20150113 (en)";"20150113";"";"";"";"A61K 31/593 (2006.01)
A61K 31/663 (2006.01)
A61K 31/675 (2006.01)";"GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis";"GR
GR
GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PHARMACEUTICAL COMPOSITION COMPRISING A COMBINATION OF A BISPHOSPHONATE AND CHOLECALCIFEROL AND METHOD FOR THE PREPARATION THEREOF";""
"EP 3095750 A1 20161123";"20161123";"201647";"en";"";"";"20150519";"";"";"";"";"";"";"B66D 3/20 (2006.01)
B63B 57/00 (2006.01)
B66F 11/04 (2006.01)";"18535 Piraeus";"GR";"18535 Piraeus";"GR";"80336 München";"DE";"METHOD FOR INSPECTING AN INSIDE ROOM OF A SHIP AND/OR PERFORMING WORKS THEREIN";"A method for inspecting an inside room of a ship and/or performing works therein, wherein the inside room is preferably a cargo tank, a sludge tank, a ballast tank or a cargo hold. The method comprises the following steps: a) inserting, through an opening preferably provided in a ceiling portion of the inside room, accommodating means (10; 100) for accommodating at least one person; b) attaching at least one rope (12) connected to the accommodating means at an upper part of the inside room; and c) moving the accommodating means up and down along the at least one rope for inspecting the inside room and/or performing works therein by at least one service person accommodated by the accommodating means. <img file=""imgaf001.tif"" he=""97"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""126""/>"
"EP 3095750 B1 20180711";"20180711";"201828";"en";"";"";"20150519";"";"";"";"";"";"";"E04G 5/04 (2006.01)
E04G 3/28 (2006.01)
B66D 3/20 (2006.01)
B63B 57/00 (2006.01)
B66F 11/04 (2006.01)
B66D 1/60 (2006.01)
A62B 35/00 (2006.01)
E04G 3/30 (2006.01)";"18535 Piraeus";"GR";"18535 Piraeus";"GR";"80336 München";"DE";"METHOD FOR INSPECTING AN INSIDE ROOM OF A SHIP AND/OR PERFORMING WORKS THEREIN";""
"EP 3095751 A1 20161123";"20161123";"201647";"en";"EP 15168139 20150519";"20150519";"20150519";"";"";"";"";"";"";"B66D 3/20 (2006.01)
B63B 57/00 (2006.01)
B66F 11/04 (2006.01)
B66D 1/60 (2006.01)";"18535 Piraeus";"GR";"18535 Piraeus";"GR";"80336 München";"DE";"METHOD FOR INSPECTING AN INSIDE ROOM OF A SHIP AND/OR PERFORMING WORKS THEREIN";"Method for inspecting an inside room of a ship and/or performing works therein, wherein the inside room is preferably a cargo tank, a sludge tank, a ballast tank or a cargo hold. The method comprises the following steps: a) inserting, through an opening preferably provided in a ceiling portion of the inside room, accommodating means (10; 100) for accommodating at least one person; b) attaching at least one rope (12) at an upper part of the inside room, wherein the at least one rope is attached at the upper part of the inside room i. manually by one or a plurality of climbing persons using climbing equipment, and/or ii. by means of a drone, and/or iii. by means of a pivotable rod; and c) moving the accommodating means up and down along the at least one rope for inspecting the inside room and/or performing works therein by at least one service person accommodated by the accommodating means. <img file=""imgaf001.tif"" he=""91"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""116""/>"
"EP 3110598 A1 20170104";"20170104";"201701";"en";"";"";"20140227";"WO2015127978 20150903 [2015-35]";"EP2014053880 20140227 (en)";"20140227";"";"";"";"B26B 21/40 (2006.01)
B26B 21/22 (2006.01)";"11741 Koukaki-Athens
15127 Melisia
155 62 Holargos
114 76 Nea Kypseli
131 21 Ilion
151 25 Marousi
146 71 Nea Erythrea";"GR
GR
GR
GR
GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"A SHAVING BLADE CARTRIDGE, A SHAVER COMPRISING SUCH SHAVING BLADE CARTRIDGE AND A METHOD OF MANUFACTURING SUCH A SHAVING BLADE CARTRIDGE";""
"EP 3110599 A1 20170104";"20170104";"201701";"en";"";"";"20140228";"WO2015128000 20150903 [2015-35]";"EP2014054008 20140228 (en)";"20140228";"";"";"";"B26B 21/52 (2006.01)";"GR-113 63 Kipseli - Athens
GR-152 35 Vrilissia - Athens
GR-15127 Melisia
GR-14562 Kifisia";"GR
GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"A RAZOR HANDLE COMPRISING INSERTS WITHIN HOLES AND RAZOR COMPRISING SUCH A RAZOR HANDLE";""
"EP 3110600 A1 20170104";"20170104";"201701";"en";"WO PCT/EP2014/054008 20140228";"20140228";"20140228";"WO2015128009 20150903 [2015-35]";"EP2014064805 20140710 (en)";"20140710";"";"";"";"B26B 21/52 (2006.01)";"GR-113 63 Kipseli - Athens
GR-152 35 Vrilissia - Athens
GR-15127 Melisia
GR-14562 Kifisia";"GR
GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"A RAZOR HANDLE COMPRISING INSERTS WITHIN HOLES AND RAZOR COMPRISING SUCH A RAZOR HANDLE";""
"EP 3112147 A1 20170104";"20170104";"201701";"en";"GB 0915425 20090904";"20090904";"20090904";"";"";"";"";"";"";"B32B 3/08 (2006.01)
B32B 3/16 (2006.01)
B32B 27/32 (2006.01)
B29C 47/02 (2006.01)
B29C 47/06 (2006.01)
B29C 47/00 (2006.01)
B29C 47/04 (2006.01)
B29K 23/00 (2006.01)
B29K 67/00 (2006.01)
B29K 77/00 (2006.01)
B29K 105/00 (2006.01)
B32B 27/08 (2006.01)
B32B 3/26 (2006.01)
B32B 5/08 (2006.01)
B32B 7/02 (2006.01)";"34100 Chalkida, Evia
16675 Attica";"GR
GR";"194 00 Koropi, Attica";"GR";"London EC2A 2ES";"GB";"REINFORCED THIN FILM FOR FLEXIBLE PACKAGING";"The invention provides a thermoplastic film comprising: a base film wherein the base film comprises a stretchable polyolefin material comprising one or more layers; and a plurality of extruded fibre elements; wherein the extruded fibre elements are located on at least one surface of the base film; wherein the extruded fibres form one or more protrusions relative to the plane of the base film; wherein at the location where the fibre elements are provided on the base film, a domain of a material mixture comprising the base film material and the fibre material is present between a domain of pure base film material and a domain of pure fibre material, and wherein the average thickness of the base film is less than the average thickness of the protrusion. <img file=""imgaf001.tif"" he=""77"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""119""/>"
"EP 3125871 A1 20170208";"20170208";"201706";"en";"";"";"20140331";"WO2015149820 20151008 [2015-40]";"EP2014000858 20140331 (en)";"20140331";"";"";"";"A61K 9/16 (2006.01)
A61K 31/00 (2006.01)";"153 51 Pallini Attikis
153 51 Pallini Attikis
153 51 Pallini Attikis
153 51 Pallini Attikis
153 51 Pallini Attikis
153 51 Pallini Attikis";"GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PREPARATION OF PEPTIDE LOADED PLGA MICROSPHERES WITH CONTROLLED RELEASE CHARACTERISTICS";""
"EP 3126075 A1 20170208";"20170208";"201706";"en";"GR 20140100176 20140401";"20140401";"20140401";"WO2015151029 20151008 [2015-40]";"IB2015052369 20150331 (en)";"20150331";"";"";"";"B21F 23/00 (2006.01)
B21F 27/10 (2006.01)";"14562 Kiffisia, Attikis";"GR";"14562 Kiffisia, Attikis";"GR";"9497 Triesenberg";"LI";"SYSTEMS AND PROCESSES FOR FEEDING LONGITUDINAL WIRES OR RODS TO MESH PRODUCING MACHINES";""
"EP 3126075 B1 20180425";"20180425";"201817";"en";"GR 20140100176 20140401";"20140401";"20140401";"WO2015151029 20151008 [2015-40]";"IB2015052369 20150331 (en)";"20150331";"";"";"";"B21F 23/00 (2006.01)
B21F 27/10 (2006.01)";"14562 Kiffisia, Attikis";"GR";"14562 Kiffisia, Attikis";"GR";"9497 Triesenberg";"LI";"SYSTEMS AND PROCESSES FOR FEEDING LONGITUDINAL WIRES OR RODS TO MESH PRODUCING MACHINES";""
"EP 3126075 B8 W1B1 20180606";"20180606";"201823";"en";"GR 20140100176 20140401";"20140401";"20140401";"WO2015151029 20151008 [2015-40]";"IB2015052369 20150331 (en)";"20150331";"";"";"";"B21F 23/00 (2006.01)
B21F 27/10 (2006.01)";"14563 Athens";"GR";"14563 Athens";"GR";"9497 Triesenberg";"LI";"SYSTEMS AND PROCESSES FOR FEEDING LONGITUDINAL WIRES OR RODS TO MESH PRODUCING MACHINES";""
"EP 3127093 A2 20170208";"20170208";"201706";"en";"US 201461975503 P 20140404";"20140404";"20140404";"WO2015159158 20151022 [2015-42]";"IB2015001301 20150406 (en)";"20150406";"";"";"";"G07F 17/32 (2006.01)";"15125 Athens
19002 Peania
19002 Peania";"GR
GR
GR";"15125 Athens
19002 Peania
19002 Peania";"GR
GR
GR";"London WC1V 6XX";"GB";"DATABASE-DRIVEN COMPUTER-IMPLEMENTED METHODS AND SPECIFICALLY PROGRAMMED COMPUTER SYSTEMS FOR ANALYSIS AND/OR FEEDBACK TO ACHIEVE/CONTROL RESPONSIBLE GAMING";""
"EP 3129198 A1 20170215";"20170215";"201707";"en";"GR 20140100193 20140407";"20140407";"20140407";"WO2015155553 20151015 [2015-41]";"GR2015000017 20150406 (en)";"20150406";"";"";"";"B26B 19/20 (2006.01)";"18756 Keratsini Piraeus";"GR";"18756 Keratsini Piraeus";"GR";"81543 München";"DE";"CUTTING COMB";""
"EP 3131717 A1 20170222";"20170222";"201708";"en";"";"";"20140416";"WO2015158382 20151022 [2015-42]";"EP2014057771 20140416 (en)";"20140416";"";"";"";"B26B 21/52 (2006.01)";"11476 Nea Kypseli
11741 Koukaki-Athens";"GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"HANDLES FOR SHAVERS TO BE RELEASABLY CONNECTED TO SHAVING CARTRIDGES";""
"EP 3139065 A2 20170308";"20170308";"201710";"en";"GR 20150100381 20150831";"20150831";"20150831";"";"";"";"";"";"";"F16H 21/18 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A CONVERTOR OF DYNAMIC TO ROTATIONAL MOTION OF TWO CRANKSHAFTS";"The invention relates to a reciprocal-type engine, which requires force on the end of a pushrod, in order to convert it to rotational motion. This is achieved by the coupling of two crankshafts (1), (2) which each has a gear at each end (7), (8) thereof, with an intermediate gear (6) of the same features, so that at each angular displacement of the main crankshaft (1), of larger side (25), follows exactly the secondary one (2), with a smaller side (26). The pushrod (5) ties the crankshafts with their journals (3), (4) to a yoke (9). As a result, the pushrod (5) where at its end the convertible force is applied, and due to its relatively large length, supersedes the resistances of frictions and load, resulting to an easy rotational motion of the crankshaft. <img file=""imgaf001.tif"" he=""108"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""163""/>"
"EP 3139065 A3 20170412";"20170412";"201715";"en";"GR 20150100381 20150831";"20150831";"20150831";"";"";"";"";"";"";"F16H 21/18 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A CONVERTOR OF DYNAMIC TO ROTATIONAL MOTION OF TWO CRANKSHAFTS";"The invention relates to a reciprocal-type engine, which requires force on the end of a pushrod, in order to convert it to rotational motion. This is achieved by the coupling of two crankshafts (1), (2) which each has a gear at each end (7), (8) thereof, with an intermediate gear (6) of the same features, so that at each angular displacement of the main crankshaft (1), of larger side (25), follows exactly the secondary one (2), with a smaller side (26). The pushrod (5) ties the crankshafts with their journals (3), (4) to a yoke (9). As a result, the pushrod (5) where at its end the convertible force is applied, and due to its relatively large length, supersedes the resistances of frictions and load, resulting to an easy rotational motion of the crankshaft. <img file=""imgaf001.tif"" he=""95"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""145""/>"
"EP 3139066 A2 20170308";"20170308";"201710";"en";"GR 20150100380 20150831";"20150831";"20150831";"";"";"";"";"";"";"F16H 21/36 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A CONVERTER OF DYNAMIC TO ROTATIONAL MOTION OF A CHAINED PUSHROD";"The invention relates to a reciprocal-type engine, which requires force on the end of a pushrod (12), in order to convert it to rotational motion. The pushrod (12) is held permanently on a horizontal position throughout the rotational motion of a crankshaft (1), via two chain wheels, wherein one (9) is fixed on the housing of the engine (25) at the center of the crankshaft (1), and the other (8) is rotatable being at the journal (7), on which the pushrod (12) is fixed. These two chain wheels are coupled with a chain (10), which guides the position of the chain wheel of the journal (8), and thus of the pushrod (12). Due to the large length of the pushrod (12), with a corresponding application of the force on its free end, the resistances are superseded, resulting to an easy rotational motion of its crankshaft. <img file=""imgaf001.tif"" he=""83"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 3139066 A3 20170405";"20170405";"201714";"en";"GR 20150100380 20150831";"20150831";"20150831";"";"";"";"";"";"";"F16H 21/36 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A CONVERTER OF DYNAMIC TO ROTATIONAL MOTION OF A CHAINED PUSHROD";"The invention relates to a reciprocal-type engine, which requires force on the end of a pushrod (12), in order to convert it to rotational motion. The pushrod (12) is held permanently on a horizontal position throughout the rotational motion of a crankshaft (1), via two chain wheels, wherein one (9) is fixed on the housing of the engine (25) at the center of the crankshaft (1), and the other (8) is rotatable being at the journal (7), on which the pushrod (12) is fixed. These two chain wheels are coupled with a chain (10), which guides the position of the chain wheel of the journal (8), and thus of the pushrod (12). Due to the large length of the pushrod (12), with a corresponding application of the force on its free end, the resistances are superseded, resulting to an easy rotational motion of its crankshaft. <img file=""imgaf001.tif"" he=""81"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
