"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 0314604 A2 19890503";"19890503";"198918";"en";"GR 871665 19871030
GR 872038 19871229";"19871030
19871229";"19871030";"";"";"";" 4F 01B   3/08   B";" 4F 02B  75/28   A";"";"";"GR-173 41 Athens";"GR";"GR-173 41 Athens";"GR";"";"";"Internal combustion engine with two reciprocating rotating pistons";"Internal combustion engine, comprising two pistons (2) of cylindrical form, whose basement is shaped in a screw driver like tip, whereas a round hole is provided at their centre. The pistons are placed within two linearly aligned cylinders,which have a basement being provided with a cylindrical shaft (16) which passes through the hole of the piston (2), whereas a ring (17),tangential to the edges of the piston has a cross section assimolating two joined triangles with rounded corners. The cylinder (1) is provided with the holes of introduction (9) and discharge of the fuel (10), whereas a spark plug (11) is provided onto the ring (17). The pistons (2) are provided with recessions (14) to accomodate the tightness springs, as well as with holes (12) for the lubrication of the cylindrical shaft (16). The upper part of the pistons is connected with a common shaft (3) at the ends, being fixedly mounted via nuts (4) and guides (5). The shaft (3) is provided with guides (6) and slides within a gear (7). The gear (7) is stabilized by other gears (8) which rotate within bearings (15). The cylinders (1) and the bearings (15) are mounted onto a basement (13). Sliding means (12) are also provided, being based at the upper part of the pistons (2) and moving in the same way as the edges of the pistons (2) at the upper shaped part of cylinders (1). The   edges of the pistons (2) and the mounted corners of the rings (17) are inclined or not. The rotating pistons more upwardly-­downwardly, thereby performing the 4-stroke operation.  <img file=""imgaf001.tif"" he=""76"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""47""/>"
"EP 0314604 A3 19890712";"19890712";"198928";"en";"GR 871665 19871030
GR 872038 19871229";"19871030
19871229";"19871030";"";"";"";" 4F 01B   3/08   B";" 4F 02B  75/28   A";"";"";"GR-173 41 Athens";"GR";"GR-173 41 Athens";"GR";"";"";"Internal combustion engine with two reciprocating rotating pistons";"Internal combustion engine, comprising two pistons (2) of cylindrical form, whose basement is shaped in a screw driver like tip, whereas a round hole is provided at their centre. The pistons are placed within two linearly aligned cylinders,which have a basement being provided with a cylindrical shaft (16) which passes through the hole of the piston (2), whereas a ring (17),tangential to the edges of the piston has a cross section assimolating two joined triangles with rounded corners. The cylinder (1) is provided with the holes of introduction (9) and discharge of the fuel (10), whereas a spark plug (11) is provided onto the ring (17). The pistons (2) are provided with recessions (14) to accomodate the tightness springs, as well as with holes (12) for the lubrication of the cylindrical shaft (16). The upper part of the pistons is connected with a common shaft (3) at the ends, being fixedly mounted via nuts (4) and guides (5). The shaft (3) is provided with guides (6) and slides within a gear (7). The gear (7) is stabilized by other gears (8) which rotate within bearings (15). The cylinders (1) and the bearings (15) are mounted onto a basement (13). Sliding means (12) are also provided, being based at the upper part of the pistons (2) and moving in the same way as the edges of the pistons (2) at the upper shaped part of cylinders (1). The   edges of the pistons (2) and the mounted corners of the rings (17) are inclined or not. The rotating pistons more upwardly-­downwardly, thereby performing the 4-stroke operation.  <img file=""imgaf001.tif"" he=""76"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""47""/>"
"EP 0316254 A2 19890517";"19890517";"198920";"en";"GR 871493 19870928";"19870928";"19870928";"";"";"";" 4A 23L   3/00   B
 4A 23L   1/29   B
 4A 23L   1/064  B
 4A 23L   2/08   B";" 4A 23L   1/00   A";"";"";"153.42 Aghia Paraskeyi";"GR";"GR-145 64 Kifissia";"GR";"";"";"Food processing";"A process for manufacturing jams,marmelades,jellies,cakes,pastries,creams, puddings,crepes,fritters,frozen desserts,and the combination of the above with dairy products,such as yoghurt,ice-cream,desserts,in which: i)The whole fruits are treated by pectinolytic and cellulolytic enzymes to enhance the flavour and to produce clarified juices which are then con­centrated under vacuum at low temperature in an apparatus fitted with a column filled with inert solid support (C₁₈,carbon,Tenax,etc.),in order to trap the volatiles that in turn can be added along with the concentrated juices to the final products (marmelades,fruits,jams,jellies,etc.).ii)The inert solid support washed with liquid carbon dioxide under pres­sure.iii)The final products,in order to increase the percentage of low calori­es,also contain added solids: a)Non metabolized β-oligo and poly saccharides,such as cellobiose,gentio­biose,etc.b)Cellulosic enzymatic hydrolysates,or cellulose.
The application of non metabolized saccharides or enzymatic hydrolysates can be extended to other foods such as pastries,cakes,biscuits,chocolates, etc.  "
"EP 0316254 A3 19900207";"19900207";"199006";"en";"GR 871493 19870928";"19870928";"19870928";"";"";"";" 4A 23L   3/00   B
 4A 23L   1/29   B
 4A 23L   1/064  B
 4A 23L   2/08   B";" 4A 23L   1/00   A";"";"";"153.42 Aghia Paraskeyi";"GR";"GR-145 64 Kifissia";"GR";"";"";"Food processing";"A process for manufacturing jams,marmelades,jellies,cakes,pastries,creams, puddings,crepes,fritters,frozen desserts,and the combination of the above with dairy products,such as yoghurt,ice-cream,desserts,in which: i)The whole fruits are treated by pectinolytic and cellulolytic enzymes to enhance the flavour and to produce clarified juices which are then con­centrated under vacuum at low temperature in an apparatus fitted with a column filled with inert solid support (C₁₈,carbon,Tenax,etc.),in order to trap the volatiles that in turn can be added along with the concentrated juices to the final products (marmelades,fruits,jams,jellies,etc.).ii)The inert solid support washed with liquid carbon dioxide under pres­sure.iii)The final products,in order to increase the percentage of low calori­es,also contain added solids: a)Non metabolized β-oligo and poly saccharides,such as cellobiose,gentio­biose,etc.b)Cellulosic enzymatic hydrolysates,or cellulose.
The application of non metabolized saccharides or enzymatic hydrolysates can be extended to other foods such as pastries,cakes,biscuits,chocolates, etc.  "
"EP 0329828 A1 19890830";"19890830";"198935";"de";"DE 3806220 19880226";"19880226";"19880226";"";"";"";"";" 4F 02M  27/02   A";"";"";"GR-55535 Thessaloniki
GR-55201 Panorama Thessaloniki";"GR
GR";"GR-55535 Thessaloniki
GR-55201 Panorama Thessaloniki";"GR
GR";"";"";"Device for cleaning the exhaust gas of an internal-combustion engine during operation";""
"EP 0333624 A1 19890920";"19890920";"198938";"en";"GR 88010168 19880318";"19880318";"19880318";"";"";"";" 4F 03C   1/02   B";" 4F 03G   7/10   A";"";"";"GR-16673 Voula Attikis";"GR";"GR-16673 Voula Attikis";"GR";"";"";"Selfpowered hydraulic motor";"The invention relates to a selfpowered hydraulic motor, manufactured in any conventional technical method, which being provided with a merely initial starting-off impulse provided by any known means, henceforth operates automatically and provides a continous of energy without being supplied with power from any external source, by means of an originally selfproduced force exerted through system 20, where system 20 performs a counterbalancing of the pressure exerted by pistons 5 and 7 connected to the crankshaft 4 of the said hydraulic motor.  <img file=""imgaf001.tif"" he=""55"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""74""/>"
"EP 0333625 A2 19890920";"19890920";"198938";"en";"GR 88010223 19880405";"19880405";"19880405";"";"";"";"";" 4F 03G   3/00   A";"";"";"142 33  Nea Ionia Athens";"GR";"142 33  Nea Ionia Athens";"GR";"";"";"Energy generating method and mechanism by converting cylinder's impetus and angural momentum into axes rotary motion";"The invention concerns a cylinders arrangament, preferably rol­ling at a high speed (200 km/h) on nine concentrical peripheries inclined inwards, whose the first outer one has a diameter 2000M, each being 50 cm apart from its next one. On each periphery there is a filling of cylinders placed at distances in the range of 160 cm, at which distance a traction machine is fitted to tract the appropriate group of coupled cylinders, where the said tra­ction machines of each periphery are interconnected to obtain a uniform rotatory speed.
The whole unit is fixed into a cemented, antiseismic ground beneath which an arrangement of axes are fitted to which the ro­tatory motion is conveyed coming from the impetus and angu­lar momentum of the cylinders, duly transmitted to a pistons ar­rangement to which the axes are connected. In the axes' ends di­tches can be dug out, and electric generators installed in.  <img file=""imgaf001.tif"" he=""61"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""86""/>"
"EP 0333625 A3 19891123";"19891123";"198947";"en";"GR 88010223 19880405";"19880405";"19880405";"";"";"";"";" 4F 03G   3/00   A";"";"";"142 33  Nea Ionia Athens";"GR";"142 33  Nea Ionia Athens";"GR";"";"";"Energy generating method and mechanism by converting cylinder's impetus and angural momentum into axes rotary motion";"The invention concerns a cylinders arrangament, preferably rol­ling at a high speed (200 km/h) on nine concentrical peripheries inclined inwards, whose the first outer one has a diameter 2000M, each being 50 cm apart from its next one. On each periphery there is a filling of cylinders placed at distances in the range of 160 cm, at which distance a traction machine is fitted to tract the appropriate group of coupled cylinders, where the said tra­ction machines of each periphery are interconnected to obtain a uniform rotatory speed.
The whole unit is fixed into a cemented, antiseismic ground beneath which an arrangement of axes are fitted to which the ro­tatory motion is conveyed coming from the impetus and angu­lar momentum of the cylinders, duly transmitted to a pistons ar­rangement to which the axes are connected. In the axes' ends di­tches can be dug out, and electric generators installed in.  <img file=""imgaf001.tif"" he=""61"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""86""/>"
"EP 0338965 A1 19891025";"19891025";"198943";"en";"US 176365 19880331";"19880331";"19880331";"";"";"";"";" 4A 61B  17/22   A";"";"";"174 55 Athens";"GR";"174 55 Athens";"GR";"";"";"Angioplasty apparatus";"An angioplasty apparatus (10) for removing abnormal deposits such as atheromatic plaque from the interior coronary or peripheric arterial walls and the like is provided. The apparatus includes an elongate hollow outer lumen (12) for insertion into an arterial vessel. A rotatable driving rod (76) is engaged with the lumen and extends forwardly into the arterial vessel. An actuator is provided in the lumen for rotating the driving rod alternately in opposite directions. A milling tool (18) having milling flutes (84) is coupled to the driving rod exterior to the lumen and mills the deposits when the milling tool is rotated and brought into contact with the abnormal deposits. The apparatus also includes an electrical sensor (20) for determining when the deposit has been removed from the arterial walls in order to preserve existing healthy arterial wall tissue and a suction device for withdrawing the milled micro-particles of the abnormal deposits.  <img file=""imgaf001.tif"" he=""74"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""53""/>"
"EP 0338965 B1 19941130";"19941130";"199448";"en";"US 176365 19880331";"19880331";"19880331";"";"";"";"";" 5A 61B  17/22   A";"";"";"174 55 Athens";"GR";"174 55 Athens";"GR";"";"";"Angioplasty apparatus";""
"EP 0341185 A2 19891108";"19891108";"198945";"en";"GR 88010276 19880427";"19880427";"19880427";"";"";"";"";" 4F 24D   3/00   A";"";"";"GR-34003 Kimi Evias";"GR";"GR-34003 Kimi Evias";"GR";"";"";"Water heaters and boilers for central heating combustion gases";"Appliance for the exploitation of the lost heat due to the combustion gas of a central heating boiler and the production of hot water comprising a main internal space of the water heater (1) wherein flows the supply network water, a shell (2) wherein flows the combustion gas insulation (3) that covers the shell, a coil in the main internal space wherein flows the return water of the central heating installation and regulation means for transferring heat from the boiler to the water heater or vice versa.  <img file=""imgaf001.tif"" he=""58"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""84""/>"
